file|algorithm|nLevels|xs_size|level_cover_qtyRules|compressed_size|plain_size
artificial-rs.13|GCX-y3|1|72249073|2:3-7,
|252871801|216747218
artificial-rs.13|GCX-y6|2|54186806|3:2-5,2:2-10,
|182880526|216747218
artificial-rs.13|GCX-y9|2|13546702|3:4-10,2:4-33,
|42333604|216747218
artificial-rs.13|GCX-y12|10|84668|11:5-12,10:2-23,9:2-43,8:2-82,7:2-162,6:2-322,5:2-642,4:2-1282,3:2-2562,2:2-5122,
|221432|216747218
artificial-rs.13|GCX-y15|8|31857|9:7-16,8:3-43,7:3-127,6:3-380,5:3-1135,4:3-3403,3:2-6806,2:2-6573,
|130188|216747218
artificial-rs.13|GCX-y18|8|27875|9:8-18,8:3-50,7:3-145,6:3-433,5:3-1297,4:3-3889,3:2-7778,2:2-13447,
|152660|216747218
artificial-rs.13|GCX-y21|7|9409|8:10-22,7:4-82,6:4-321,5:4-1281,4:4-5122,3:3-13354,2:3-9369,
|179432|216747218
artificial-rs.13|GCX-y24|6|17516|7:11-24,6:5-112,5:5-552,4:5-2751,3:3-8252,2:3-12515,
|168108|216747218
artificial-rs.13|GCX-y27|5|18526|6:13-28,5:6-158,4:6-937,3:5-4681,2:5-14809,
|206280|216747218
artificial-rs.13|GC3|12|409|12:3-7,11:3-19,10:3-56,9:3-164,8:3-488,7:3-1459,6:3-4375,5:3-12153,4:3-8989,3:3-3079,2:3-1096,1:3-409,
artificial-rs.13|GC6|6|4646|6:6-13,5:6-73,4:6-433,3:6-2593,2:6-13447,1:6-4646,
artificial-rs.13|GC9|6|408|6:9-19,5:9-163,4:9-1459,3:9-12152,2:9-3078,1:9-408,
artificial-rs.13|GC12|5|872|5:12-25,4:12-289,3:12-3457,2:12-10422,1:12-872,
artificial-rs.13|GC15|4|4282|4:15-31,3:15-452,2:15-6751,1:15-4282,
artificial-rs.13|GC18|4|2065|4:18-37,3:18-649,2:18-11454,1:18-2065,
artificial-rs.13|GC21|4|1115|4:21-43,3:21-883,2:21-14466,1:21-1115,
artificial-rs.13|GC24|4|654|4:24-49,3:24-1153,2:24-11030,1:24-654,
artificial-rs.13|GC27|4|408|4:27-55,3:27-1459,2:27-8988,1:27-408,
