file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
real-influenza|GCX-y3|1444885699|6291456|4.037613000000000|535390023|6291456|0.251902000000000|174161059|154808555
real-influenza|GCX-y6|1393288132|6291456|7.266467000000000|343936188|6291456|0.457257000000000|34309972|154808555
real-influenza|GCX-y9|1327087844|6291456|7.282187000000000|269174386|6291456|0.314428000000000|25894636|154808555
real-influenza|GCX-y12|1309041472|6291456|7.262405000000000|249028674|6291456|0.312016000000000|25407176|154808555
real-influenza|GCX-y15|1304255546|6291456|7.365304000000000|243176530|6291456|0.299782000000000|26435394|154808555
real-influenza|GCX-y18|1300801592|6291456|7.264328000000000|239304062|6291456|0.288376000000000|28192316|154808555
real-influenza|GCX-y21|1297770280|6291456|7.143292000000000|235799280|6291456|0.278142000000000|29378664|154808555
real-influenza|GCX-y24|1295497996|6291456|7.239047000000000|233112604|6291456|0.268997000000000|30661320|154808555
real-influenza|GCX-y27|1293494250|6291456|7.172043000000000|230527794|6291456|0.259841000000000|31479018|154808555
real-influenza|GC3|2064115807|6291456|3.770633000000000|437610363|6291456|0.577200000000000|24786843|154808555
real-influenza|GC6|1960962472|6291456|3.469797000000000|284079796|6291456|0.293759000000000|26064988|154808555
real-influenza|GC9|1928271568|6291456|3.515042000000000|254364597|6291456|0.261716000000000|30751728|154808555
real-influenza|GC12|1917000280|6291456|3.537127000000000|242838104|6291456|0.243185000000000|36426104|154808555
real-influenza|GC15|1911084262|6291456|3.547686000000000|233597425|6291456|0.222813000000000|37505830|154808555
real-influenza|GC18|1908654844|6291456|3.509982000000000|227889868|6291456|0.221097000000000|38678656|154808555
real-influenza|GC21|1908428065|6291456|3.476004000000000|224985085|6291456|0.226118000000000|40688653|154808555
real-influenza|GC24|1909371820|6291456|3.441294000000000|224503544|6291456|0.248527000000000|43893032|154808555
real-influenza|GC27|1911265465|6291456|3.549160000000000|224432919|6291456|0.238224000000000|46688841|154808555
