file|algorithm|nLevels|xs_size|rules_per_level
real-einstein.de.txt|GCX-y32|5|5857|6:30-205238,5:11-200089,4:3-87759,3:4-23278,2:4-5856,
real-einstein.de.txt|GCX-y2|1|46379221|2:2-3163,
real-einstein.de.txt|GCX-y4|12|15099|13:3-15501,12:2-77147,11:2-144232,10:2-190758,9:2-233797,8:2-263030,7:2-249515,6:2-184262,5:2-110564,4:2-58909,3:2-29992,2:2-15080,
real-einstein.de.txt|GCX-y8|7|5454|8:7-94536,7:6-224908,6:5-242420,5:3-128958,4:3-47980,3:3-16302,2:3-5452,
real-einstein.de.txt|GCX-y16|6|1146|7:15-160286,6:10-262208,5:5-112009,4:3-40621,3:6-6870,2:6-1146,
