file|algorithm|nLevels|xs_size|level_cover_qtyRules|compressed_size
real-influenza|GCX-y32|4|345557|5:28-1156625,4:4-943904,3:2-600179,2:2-332140,|48527072
real-influenza|GCX-y2|1|77404278|2:2-111,|270915218
real-influenza|GCX-y4|7|806296|8:3-469,7:2-8959,6:2-641196,5:2-1077796,4:2-1227899,3:2-1014451,2:2-673338,|26071291
real-influenza|GCX-y8|6|184298|7:7-21832,6:5-1224565,5:3-969151,4:2-627005,3:2-351353,2:2-182512,|26880708
real-influenza|GCX-y16|5|215014|6:15-806582,5:6-1038517,4:2-702665,3:2-403518,2:2-212100,|35834062
