file|algorithm|nLevels|xs_size|level_cover_qtyRules|compressed_size
pseudo-real-dblp.xml.00001.2|GCX-y32|2|109114|3:31-630657,2:31-109114,|28675059
pseudo-real-dblp.xml.00001.2|GCX-y2|1|52428801|2:2-2936,|176953100
pseudo-real-dblp.xml.00001.2|GCX-y4|13|8535|14:3-20542,13:2-86924,12:2-97404,11:2-82546,10:2-56865,9:2-35250,8:2-19289,7:2-11091,6:2-6982,5:2-4903,4:2-3810,3:2-3204,2:2-2736,|1843302
pseudo-real-dblp.xml.00001.2|GCX-y8|3|599187|4:7-168626,3:5-671157,2:5-599055,|18585882
pseudo-real-dblp.xml.00001.2|GCX-y16|3|1747628|4:15-374498,3:2-326852,2:2-231210,|13213810
