file|algorithm|nLevels|xs_size|level_cover_qtyRules|compressed_size
pseudo-real-proteins.001.1|GCX-y32|3|69032|4:31-740634,3:7-433689,2:7-69018,|32291874
pseudo-real-proteins.001.1|GCX-y2|1|52428801|2:2-420,|176948068
pseudo-real-proteins.001.1|GCX-y4|10|68268|11:3-8059,10:2-450789,9:2-313926,8:2-220918,7:2-163587,6:2-130950,5:2-110619,4:2-94364,3:2-76443,2:2-55108,|7343349
pseudo-real-proteins.001.1|GCX-y8|4|156039|5:7-685236,4:6-488146,3:4-219468,2:4-107032,|16067096
pseudo-real-proteins.001.1|GCX-y16|4|194183|5:15-712011,4:9-622799,3:2-360217,2:2-191348,|28702921
