file|algorithm|nLevels|xs_size|level_cover_qtyRules|compressed_size|plain_size
corpus-webster|GCX-y2|1|20729352|2:2-3585,
|67377590|41458703
corpus-webster|GCX-y4|2|10364677|3:2-3585,2:2-165726,
|32935430|41458703
corpus-webster|GCX-y8|2|1658349|3:5-434431,2:5-1389008,
|24095255|41458703
corpus-webster|GCX-y16|2|846097|3:7-1166510,2:7-835925,
|26478166|41458703
corpus-webster|GCX-y32|2|414588|3:10-1889376,2:10-414587,
|31331404|41458703
corpus-webster|GCX-y64|2|287909|3:12-1964028,2:12-287909,
|33789140|41458703
corpus-webster|GCX-y128|2|342635|3:11-1951953,2:11-342619,
|32692335|41458703
corpus-webster|GC2|9|80976|9:2-3585,8:2-165726,7:2-1498726,6:2-1791890,5:2-1177082,4:2-646834,3:2-323883,2:2-161946,1:2-80976,
corpus-webster|GC4|5|40488|5:4-165725,4:4-1791890,3:4-646833,2:4-161945,1:4-40488,
corpus-webster|GC8|3|80975|3:8-1498725,2:8-646833,1:8-80975,
corpus-webster|GC16|3|10122|3:16-1791889,2:16-161945,1:16-10122,
corpus-webster|GC32|2|40488|2:32-1177081,1:32-40488,
corpus-webster|GC64|2|10122|2:64-646833,1:64-10122,
corpus-webster|GC128|2|2531|2:128-323882,1:128-2531,
