file|algorithm|nLevels|xs_size|level_cover_qtyRules|compressed_size|plain_size
corpus-howto|GCX-y2|1|19711053|2:2-10093,
|64081134|39422105
corpus-howto|GCX-y4|2|9855528|3:2-10094,2:2-393381,
|32293928|39422105
corpus-howto|GCX-y8|2|1576885|3:5-812196,2:5-1499973,
|28084600|39422105
corpus-howto|GCX-y16|2|804534|3:7-1725038,2:7-790095,
|29396534|39422105
corpus-howto|GCX-y32|2|804534|3:7-1725038,2:7-790095,
|29396534|39422105
corpus-howto|GCX-y64|2|804534|3:7-1725038,2:7-790095,
|29396534|39422105
corpus-howto|GCX-y128|2|804535|3:7-1725038,2:7-790096,
|29396558|39422105
corpus-howto|GC2|11|19251|11:2-10093,10:2-393380,9:2-2081497,8:2-2189120,7:2-1189673,6:2-609260,5:2-307331,4:2-153923,3:2-76988,2:2-38499,1:2-19251,
corpus-howto|GC4|6|9625|6:4-393380,5:4-2189119,4:4-609259,3:4-153922,2:4-38498,1:4-9625,
corpus-howto|GC8|4|9625|4:8-2081497,3:8-609259,2:8-76987,1:8-9625,
corpus-howto|GC16|3|9625|3:16-2189119,2:16-153922,1:16-9625,
corpus-howto|GC32|3|1204|3:32-1189672,2:32-38498,1:32-1204,
corpus-howto|GC64|2|9625|2:64-609259,1:64-9625,
corpus-howto|GC128|2|2407|2:128-307330,1:128-2407,
