file|algorithm|nLevels|xs_size|level_cover_qtyRules|compressed_size|plain_size
corpus-nci|GCX-y2|1|16776723|2:2-825,
|52428934|33553445
corpus-nci|GCX-y4|2|8388363|3:2-826,2:2-47556,
|25297560|33553445
corpus-nci|GCX-y8|3|1677675|4:5-95218,3:2-264437,2:2-335967,
|7959542|33553445
corpus-nci|GCX-y16|3|466021|4:8-198649,3:3-360785,2:3-389076,
|8242956|33553445
corpus-nci|GCX-y32|2|131069|3:16-324995,2:16-130555,
|10717068|33553445
corpus-nci|GCX-y64|2|37282|3:30-376173,2:30-37282,
|14160602|33553445
corpus-nci|GCX-y128|2|25891|3:36-390927,2:36-25891,
|16455376|33553445
corpus-nci|GC2|11|16385|11:2-825,10:2-47555,9:2-198649,8:2-324995,7:2-382556,6:2-408174,5:2-252690,4:2-130556,3:2-65493,2:2-32767,1:2-16385,
corpus-nci|GC4|6|8193|6:4-47555,5:4-324994,4:4-408173,3:4-130555,2:4-32766,1:4-8193,
corpus-nci|GC8|4|8192|4:8-198648,3:8-408173,2:8-65492,1:8-8192,
corpus-nci|GC16|3|8192|3:16-324994,2:16-130555,1:16-8192,
corpus-nci|GC32|3|1025|3:32-382555,2:32-32766,1:32-1025,
corpus-nci|GC64|2|8192|2:64-408173,1:64-8192,
corpus-nci|GC128|2|2048|2:128-252689,1:128-2048,
