file|algorithm|nLevels|xs_size|level_cover_qtyRules|compressed_size|plain_size
dna-dna|GCX-y2|1|201963874|2:2-139,
|732119346|403927746
dna-dna|GCX-y4|2|100981938|3:2-139,2:2-1572,
|353440634|403927746
dna-dna|GCX-y8|2|11220216|3:6-7521,2:6-10956974,
|150156562|403927746
dna-dna|GCX-y16|2|3338247|3:11-3404259,2:11-3337273,
|152585605|403927746
dna-dna|GCX-y32|2|2805055|3:12-9115013,2:12-2804551,
|222615384|403927746
dna-dna|GCX-y64|2|2805055|3:12-9115013,2:12-2804551,
|222615384|403927746
dna-dna|GCX-y128|2|3338247|3:11-3404259,2:11-3337273,
|152585605|403927746
dna-dna|GC2|9|788923|9:2-139,8:2-1572,7:2-69579,6:2-21760272,5:2-12209564,4:2-6291416,3:2-3154935,2:2-1577827,1:2-788923,
dna-dna|GC4|5|394462|5:4-1571,4:4-21760271,3:4-6291415,2:4-1577827,1:4-394462,
dna-dna|GC8|3|788922|3:8-69578,2:8-6291415,1:8-788922,
dna-dna|GC16|3|98616|3:16-21760271,2:16-1577826,1:16-98616,
dna-dna|GC32|2|394461|2:32-12209563,1:32-394461,
dna-dna|GC64|2|98616|2:64-6291415,1:64-98616,
dna-dna|GC128|2|24654|2:128-3154934,1:128-24654,
