file|algorithm|nLevels|xs_size|level_cover_qtyRules|compressed_size|plain_size
code-sources|GCX-y2|1|105433304|2:2-9197,
|369034982|210866607
code-sources|GCX-y4|2|52716653|3:2-9197,2:2-1118781,
|182132558|210866607
code-sources|GCX-y8|2|8434665|3:5-2690533,2:5-7377408,
|145861277|210866607
code-sources|GCX-y16|2|3294791|3:8-7597225,2:8-3137924,
|145560540|210866607
code-sources|GCX-y32|2|2603292|3:9-8723009,2:9-2500039,
|156305181|210866607
code-sources|GCX-y64|2|2603292|3:9-8723009,2:9-2500039,
|156305181|210866607
code-sources|GCX-y128|2|2603293|3:9-8723009,2:9-2500040,
|156305213|210866607
code-sources|GC2|12|51483|12:2-9197,11:2-1118781,10:2-7597226,9:2-9767895,8:2-5982706,7:2-3137925,6:2-1596768,5:2-806134,4:2-406355,3:2-204753,2:2-102931,1:2-51483,
code-sources|GC4|6|51482|6:4-1118780,5:4-9767895,4:4-3137925,3:4-806134,2:4-204752,1:4-51482,
code-sources|GC8|4|51482|4:8-7597225,3:8-3137924,2:8-406354,1:8-51482,
code-sources|GC16|3|51482|3:16-9767894,2:16-806133,1:16-51482,
code-sources|GC32|3|6436|3:32-5982705,2:32-204752,1:32-6436,
code-sources|GC64|2|51482|2:64-3137924,1:64-51482,
code-sources|GC128|2|12871|2:128-1596767,1:128-12871,
