file|algorithm|peak|stack|time|substring_size
real-cere|GCX-y2|279113577|6291456|0.004941843000000|1
real-cere|GCX-y4|279113577|6291456|0.005095876000000|1
real-cere|GCX-y8|279113577|6291456|0.004795491000000|1
real-cere|GCX-y16|279113577|6291456|0.004862023000000|1
real-cere|GCX-y32|279113577|6291456|0.005223451000000|1
real-cere|GC2|175531261|6291456|0.008700563000000|1
real-cere|GC4|155978869|6291456|0.005824056000000|1
real-cere|GC8|122108609|6291456|0.003727723000000|1
real-cere|GC16|266200901|6291456|0.003876886000000|1
real-cere|GC32|318420065|6291456|0.003425796000000|1
real-cere|GC64|370915409|6291456|0.003011265000000|1
real-cere|GC128|405333377|6291456|0.002963104000000|1
real-cere|GCIS-ef|21637660|6291456|0.0456|1
real-cere|PlainSlp_32Fblc|0|0|0.0118|1
real-cere|PlainSlp_FblcFblc|0|0|0.0128|1
real-cere|GCX-y2|279113577|6291456|0.005067021000000|10
real-cere|GCX-y4|279113577|6291456|0.004844384000000|10
real-cere|GCX-y8|279113577|6291456|0.005127994000000|10
real-cere|GCX-y16|279113577|6291456|0.004520085000000|10
real-cere|GCX-y32|279113577|6291456|0.004626401000000|10
real-cere|GC2|175531261|6291456|0.011252230000000|10
real-cere|GC4|155978869|6291456|0.005539584000000|10
real-cere|GC8|122108609|6291456|0.003492273000000|10
real-cere|GC16|266200901|6291456|0.004050997000000|10
real-cere|GC32|318420065|6291456|0.003487150000000|10
real-cere|GC64|370915409|6291456|0.003104439000000|10
real-cere|GC128|405333377|6291456|0.002906621000000|10
real-cere|GCIS-ef|21637660|6291456|0.0556|10
real-cere|PlainSlp_32Fblc|0|0|0.0121|10
real-cere|PlainSlp_FblcFblc|0|0|0.0108|10
real-cere|GCX-y2|279113577|6291456|0.008182675000000|100
real-cere|GCX-y4|279113577|6291456|0.008406289000000|100
real-cere|GCX-y8|279113577|6291456|0.007236211000000|100
real-cere|GCX-y16|279113577|6291456|0.008288903000000|100
real-cere|GCX-y32|279113577|6291456|0.007417914000000|100
real-cere|GC2|175531261|6291456|0.016619012000000|100
real-cere|GC4|155978869|6291456|0.010177105000000|100
real-cere|GC8|122108609|6291456|0.005316831000000|100
real-cere|GC16|266200901|6291456|0.007046140000000|100
real-cere|GC32|318420065|6291456|0.006416469000000|100
real-cere|GC64|370915409|6291456|0.005230456000000|100
real-cere|GC128|405333377|6291456|0.004344556000000|100
real-cere|GCIS-ef|21637660|6291456|0.1462|100
real-cere|PlainSlp_32Fblc|0|0|0.0124|100
real-cere|PlainSlp_FblcFblc|0|0|0.0148|100
real-cere|GCX-y2|279113577|6291456|0.040777415000000|1000
real-cere|GCX-y4|279113577|6291456|0.039351839000000|1000
real-cere|GCX-y8|279113577|6291456|0.040135682000000|1000
real-cere|GCX-y16|279113577|6291456|0.040712880000000|1000
real-cere|GCX-y32|279113577|6291456|0.039774323000000|1000
real-cere|GC2|175531261|6291456|0.078504914000000|1000
real-cere|GC4|155978869|6291456|0.052135895000000|1000
real-cere|GC8|122108609|6291456|0.025337940000000|1000
real-cere|GC16|266200901|6291456|0.042847565000000|1000
real-cere|GC32|318420065|6291456|0.038598228000000|1000
real-cere|GC64|370915409|6291456|0.024078797000000|1000
real-cere|GC128|405333377|6291456|0.016193476000000|1000
real-cere|GCIS-ef|21637660|6291456|1.0387|1000
real-cere|PlainSlp_32Fblc|0|0|0.0143|1000
real-cere|PlainSlp_FblcFblc|0|0|0.0115|1000
real-cere|GCX-y2|279113577|6291456|0.363880493000000|10000
real-cere|GCX-y4|279113577|6291456|0.364009770000000|10000
real-cere|GCX-y8|279113577|6291456|0.359648916000000|10000
real-cere|GCX-y16|279113577|6291456|0.360529463000000|10000
real-cere|GCX-y32|279113577|6291456|0.362038059000000|10000
real-cere|GC2|175531261|6291456|0.704569881000000|10000
real-cere|GC4|155978869|6291456|0.474726430000000|10000
real-cere|GC8|122108609|6291456|0.229799291000000|10000
real-cere|GC16|266200901|6291456|0.395982699000000|10000
real-cere|GC32|318420065|6291456|0.350242465000000|10000
real-cere|GC64|370915409|6291456|0.214727177000000|10000
real-cere|GC128|405333377|6291456|0.132870432000000|10000
real-cere|GCIS-ef|21637660|6291456|9.9924|10000
real-cere|PlainSlp_32Fblc|0|0|0.0116|10000
real-cere|PlainSlp_FblcFblc|0|0|0.0132|10000
