file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
dc-enwik9|GCX-y2|9030|6291456|0.000001000000000|30|
dc-enwik9|GCX-y4|9032|6291456|0.000001000000000|32|
dc-enwik9|GCX-y8|9036|6291456|0.000001000000000|36|
dc-enwik9|GCX-y16|9044|6291456|0.000001000000000|44|
dc-enwik9|GCX-y32|9060|6291456|0.000002000000000|60|
dc-enwik9|GCX-y64|9092|6291456|0.000001000000000|92|
dc-enwik9|GCX-y128|9156|6291456|0.000001000000000|156|
dc-enwik9|GC2||
dc-enwik9|GC4||
dc-enwik9|GC8||
dc-enwik9|GC16||
dc-enwik9|GC32||
dc-enwik9|GC64||
dc-enwik9|GC128||
dc-enwik9|PlainSlp_32Fblc|dc-enwik9|GCIS-ef|0|0|
dc-enwik9|7zip|0|0|0.0001|0|0|0.0001|32|
dc-enwik9|bzip2||
