file|algorithm|nLevels|xs_size|level_cover_qtyRules|compressed_size|plain_size
artificial-tm29|GCX-y8|1|33554433|2:8-3,
|113246260|268435456
artificial-tm29|GCX-y16|1|16777217|2:16-3,
|54526028|268435456
artificial-tm29|GCX-y32|1|8388609|2:32-3,
|26214524|268435456
artificial-tm29|GCX-y64|1|4194305|2:64-3,
|12583132|268435456
artificial-tm29|GCX-y128|1|2097153|2:128-3,
|6029724|268435456
artificial-tm29|GC8|9|3|9:8-3,8:8-3,7:8-3,6:8-3,5:8-3,4:8-3,3:8-3,2:8-3,1:8-3,
artificial-tm29|GC16|7|2|7:16-3,6:16-3,5:16-3,4:16-3,3:16-3,2:16-3,1:16-2,
artificial-tm29|GC32|6|1|6:32-3,5:32-3,4:32-3,3:32-3,2:32-3,1:32-1,
artificial-tm29|GC64|5|1|5:64-3,4:64-3,3:64-3,2:64-3,1:64-1,
artificial-tm29|GC128|4|2|4:128-3,3:128-3,2:128-3,1:128-2,
