file|algorithm|nLevels|xs_size|level_cover_qtyRules|compressed_size|plain_size
real-cere|GCX-y8|2|12813519|3:6-6991,2:6-8032081,
|124421078|461286644
real-cere|GCX-y16|2|3812287|3:11-3248013,2:11-3245941,
|149341387|461286644
real-cere|GCX-y32|2|3812287|3:11-3248013,2:11-3245941,
|149341387|461286644
real-cere|GCX-y64|2|3203380|3:12-6749266,2:12-2776363,
|190150012|461286644
real-cere|GCX-y128|2|3203380|3:12-6749266,2:12-2776363,
|190150012|461286644
real-cere|GC8|5|14078|5:8-73797,4:8-5452124,3:8-838633,2:8-109652,1:8-14078,
real-cere|GC16|4|7039|4:16-11174768,3:16-1632879,2:16-109652,1:16-7039,
real-cere|GC32|3|14078|3:32-8563907,2:32-425522,1:32-14078,
real-cere|GC64|3|1760|3:64-5452124,2:64-109652,1:64-1760,
real-cere|GC128|3|220|3:128-3080239,2:128-28087,1:128-220,
