real-coreutils|GCX-y4|2|51320446|3:2-18441,2:2-568196,|175516214|205281778
real-coreutils|GCX-y8|2|8211272|3:5-1173767,2:5-3971756,|85114335|205281778
real-coreutils|GCX-y16|2|4189425|3:7-2532112,2:7-2730354,|84717788|205281778
real-coreutils|GCX-y32|2|2052819|3:10-3841421,2:10-1678080,|92304302|205281778
real-coreutils|GCX-y64|2|1047357|3:14-4403652,2:14-949351,|104273220|205281778
real-coreutils|GCX-y128|2|633586|3:18-4367966,2:18-604610,|112935528|205281778
