file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size|compressed_size_ratio
real-kernel|GCX-y8|2273776622|6291456|13.001495|563903276|6291456|0.845094|94.950922|246.011368|38.596152
real-kernel|GCX-y16|2211244956|6291456|12.901125|487748140|6291456|0.675359|96.127125|246.011368|39.074261
real-kernel|GCX-y32|2199799648|6291456|12.814044|464431516|6291456|0.737051|98.491753|246.011368|40.035448
real-kernel|GCX-y64|2197921436|6291456|12.273200|452689708|6291456|0.848423|103.694599|246.011368|42.150328
real-kernel|GCX-y128|2197922460|6291456|12.189473|452689708|6291456|0.867149|103.694599|246.011368|42.150328
real-kernel|GC2|3611477166|6291456|11.078929|1138380142|6291456|1.968143|101.597448|246.011368|41.297867
real-kernel|GC4|3354870056|6291456|7.616605|616271676|6291456|1.158198|95.699032|246.011368|38.900248
real-kernel|GC8|3243087104|6291456|6.731543|488870712|6291456|0.736613|97.205818|246.011368|39.512734
real-kernel|GC16|3236536512|6291456|6.435754|447336580|6291456|0.890339|119.098606|246.011368|48.411830
real-kernel|GC32|3274004228|6291456|6.275599|460943536|6291456|0.915409|162.826416|246.011368|66.186541
real-kernel|GC64|3308232228|6291456|5.731446|482355464|6291456|0.619481|198.622154|246.011368|80.736982
real-kernel|GC128|3330829988|6291456|5.642841|498825904|6291456|0.383336|222.013428|246.011368|90.245191
real-kernel|GCIS-ef|1355529076|6291456|12.172700|1598354008|6291456|1.330400|6.606838|246.011368|2.685582
real-kernel|REPAIR-PlainSlp_32Fblc|3102388040|3512|51.562995|8472448|120200|1.903850|20.700276|246.011368|8.414358
real-kernel|REPAIR-PlainSlp_FblcFblc|3102388040|3512|51.562995|8472448|120200|1.903850|17.743720|246.011368|7.212561
real-kernel|bzip2|7532463|6291456|9.822700|3678583|6291456|3.754800|53.476600|246.011368|21.737451
real-kernel|GCIS-s8b|1348593793|6291456|11.841000|691559872|6291456|1.753600|5.206409|246.011368|2.116328
real-kernel|7zip|0|0|50.777300|0|0|0.494700|3.429242|246.011368|1.393936
