file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size|compressed_size_ratio
pseudo-real-dblp.xml.00001.2|GCX-y8|978737114|6291456|5.300578|317476926|6291456|0.260797|36.098616|100.000000|36.098616
pseudo-real-dblp.xml.00001.2|GCX-y16|909292102|6291456|4.943549|186186110|6291456|0.177086|10.885565|100.000000|10.885565
pseudo-real-dblp.xml.00001.2|GCX-y32|887541524|6291456|4.956143|163920600|6291456|0.191971|11.873653|100.000000|11.873653
pseudo-real-dblp.xml.00001.2|GCX-y64|865641420|6291456|4.540109|132839004|6291456|0.100036|1.676212|100.000000|1.676212
pseudo-real-dblp.xml.00001.2|GCX-y128|869119865|6291456|4.447881|148167306|6291456|0.123546|22.246774|100.000000|22.246774
pseudo-real-dblp.xml.00001.2|GC2|1468012600|6291456|4.037609|420116304|6291456|0.627283|0.652962|100.000000|0.652962
pseudo-real-dblp.xml.00001.2|GC4|1363267316|6291456|2.589907|210330000|6291456|0.231397|0.585510|100.000000|0.585510
pseudo-real-dblp.xml.00001.2|GC8|1311049280|6291456|2.291158|157976904|6291456|0.141326|0.657829|100.000000|0.657829
pseudo-real-dblp.xml.00001.2|GC16|1285066768|6291456|2.320524|131861744|6291456|0.099428|0.752350|100.000000|0.752350
pseudo-real-dblp.xml.00001.2|GC32|1272211344|6291456|2.221081|118955100|6291456|0.084164|0.942867|100.000000|0.942867
pseudo-real-dblp.xml.00001.2|GC64|1265902832|6291456|2.122464|112667396|6291456|0.073569|1.193394|100.000000|1.193394
pseudo-real-dblp.xml.00001.2|GC128|1262744624|6291456|2.084559|109571728|6291456|0.064866|1.354218|100.000000|1.354218
pseudo-real-dblp.xml.00001.2|GCIS-ef|544873618|6291456|3.968000|644499644|6291456|0.403900|0.470177|100.000000|0.470177
pseudo-real-dblp.xml.00001.2|REPAIR-PlainSlp_32Fblc|1260557144|3480|19.229993|724536|10048|0.602447|1.679805|100.000000|1.679805
pseudo-real-dblp.xml.00001.2|REPAIR-PlainSlp_FblcFblc|1260557144|3480|19.229993|724536|10048|0.602447|1.353360|100.000000|1.353360
pseudo-real-dblp.xml.00001.2|bzip2|7532497|6291456|5.001400|3678617|6291456|1.363100|11.242689|100.000000|11.242689
pseudo-real-dblp.xml.00001.2|GCIS-s8b|545841532|6291456|3.933800|267117816|6291456|0.541900|0.343484|100.000000|0.343484
pseudo-real-dblp.xml.00001.2|7zip|0|0|7.026200|0|0|0.136100|0.159997|100.000000|0.159997
