file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size|compressed_size_ratio
real-coreutils|GCX-y8|1812353027|6291456|10.069814|454630623|6291456|0.580309|81.171355|195.771959|41.462197
real-coreutils|GCX-y16|1777287572|6291456|10.245286|407312561|6291456|0.471318|80.793179|195.771959|41.269025
real-coreutils|GCX-y32|1762785998|6291456|10.022728|379708010|6291456|0.522338|88.028242|195.771959|44.964684
real-coreutils|GCX-y64|1762562420|6291456|9.426176|368216232|6291456|0.537438|99.442692|195.771959|50.795166
real-coreutils|GCX-y128|1766501408|6291456|9.339157|363844632|6291456|0.551112|107.703712|195.771959|55.014882
real-coreutils|GC2|2873982102|6291456|8.334346|916356770|6291456|1.427918|90.817171|195.771959|46.389264
real-coreutils|GC4|2670936256|6291456|5.848707|499621716|6291456|0.788039|84.931797|195.771959|43.383024
real-coreutils|GC8|2590754892|6291456|5.225757|396509768|6291456|0.544835|84.482719|195.771959|43.153636
real-coreutils|GC16|2586947864|6291456|5.023977|367192452|6291456|0.562889|105.466282|195.771959|53.872006
real-coreutils|GC32|2602930820|6291456|4.861028|363669048|6291456|0.563520|126.577400|195.771959|64.655531
real-coreutils|GC64|2625639268|6291456|4.450338|376866672|6291456|0.429929|151.398376|195.771959|77.334046
real-coreutils|GC128|2645421348|6291456|4.421307|391764508|6291456|0.294015|171.715969|195.771959|87.712239
real-coreutils|GCIS-ef|1097141095|6291456|8.937100|1283894114|6291456|1.113100|11.603037|195.771959|5.926812
real-coreutils|REPAIR-PlainSlp_32Fblc|2470586352|3496|46.381673|14583008|1245728|1.463305|36.145410|195.771959|18.463017
real-coreutils|REPAIR-PlainSlp_FblcFblc|2470586352|3496|46.381673|14583008|1245728|1.463305|30.965556|195.771959|15.817156
real-coreutils|bzip2|7532469|6291456|8.538700|3678589|6291456|2.660700|31.368282|195.771959|16.022868
real-coreutils|GCIS-s8b|1084494613|6291456|8.620600|558093450|6291456|1.382200|9.211497|195.771959|4.705218
real-coreutils|7zip|0|0|28.074500|0|0|0.472700|6.722913|195.771959|3.434053
