file|algorithm|nLevels|xs_size|level_cover_qtyRules|compressed_size|plain_size
real-coreutils|GCX-y4|2|51320446|3:2-18441,2:2-568196,
|175516214|205281778
real-coreutils|GCX-y8|2|8211272|3:5-1173767,2:5-3971756,
|85114335|205281778
real-coreutils|GCX-y16|2|4189425|3:7-2532112,2:7-2730354,
|84717788|205281778
real-coreutils|GCX-y32|2|2052819|3:10-3841421,2:10-1678080,
|92304302|205281778
real-coreutils|GCX-y64|2|1047357|3:14-4403652,2:14-949351,
|104273220|205281778
real-coreutils|GCX-y128|2|633586|3:18-4367966,2:18-604610,
|112935528|205281778
real-coreutils|GC2|13|25060|13:2-18441,12:2-568196,11:2-3091530,10:2-4515344,9:2-3559016,8:2-2334794,7:2-1372057,6:2-752669,5:2-392808,4:2-199462,3:2-100077,2:2-50100,1:2-25060,
real-coreutils|GC4|7|12530|7:4-568195,6:4-4515343,5:4-2334794,4:4-752669,3:4-199461,2:4-50099,1:4-12530,
real-coreutils|GC8|5|6265|5:8-3091529,4:8-2334793,3:8-392808,2:8-50099,1:8-6265,
real-coreutils|GC16|4|3133|4:16-4515343,3:16-752669,2:16-50099,1:16-3133,
real-coreutils|GC32|3|6265|3:32-3559015,2:32-199461,1:32-6265,
real-coreutils|GC64|3|784|3:64-2334793,2:64-50099,1:64-784,
real-coreutils|GC128|2|12530|2:128-1372056,1:128-12530,
