file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size|compressed_size_ratio
artificial-rs.13|GCX-y8|2022978600|6291456|4.817400|656267028|6291456|0.509456|74.644016|206.706255|36.111155
artificial-rs.13|GCX-y16|1857838112|6291456|7.660906|340742432|6291456|0.327446|0.124165|206.706255|0.060068
artificial-rs.13|GCX-y32|1791782368|6291456|8.064566|274731594|6291456|0.197421|0.167377|206.706255|0.080974
artificial-rs.13|GCX-y64|1761952584|6291456|7.844011|244949837|6291456|0.152006|0.214642|206.706255|0.103839
artificial-rs.13|GCX-y128|1747753757|6291456|8.167112|230838277|6291456|0.132449|0.300801|206.706255|0.145521
artificial-rs.13|GC2|3034461390|6291456|3.253659|867175706|6291456|1.139999|0.177179|206.706255|0.085716
artificial-rs.13|GC4|2817714232|6291456|2.981188|433680904|6291456|0.447666|0.177132|206.706255|0.085692
artificial-rs.13|GC8|2709340812|6291456|3.037932|325340728|6291456|0.260707|0.209145|206.706255|0.101180
artificial-rs.13|GC16|2655154548|6291456|3.642700|271227164|6291456|0.186741|0.279049|206.706255|0.134998
artificial-rs.13|GC32|2628062916|6291456|4.019575|244265208|6291456|0.148242|0.403633|206.706255|0.195269
artificial-rs.13|GC64|2614522980|6291456|3.767634|230993784|6291456|0.129336|0.666206|206.706255|0.322296
artificial-rs.13|GC128|2607775140|6291456|4.192415|225471232|6291456|0.127407|1.847000|206.706255|0.893539
artificial-rs.13|GCIS-ef|1126389439|6291456|2.828400|1414932858|6291456|0.667800|0.006577|206.706255|0.003182
artificial-rs.13|REPAIR-PlainSlp_32Fblc|2602330200|3496|9.948256|9664|3288|0.842979|0.001637|206.706255|0.000792
artificial-rs.13|REPAIR-PlainSlp_FblcFblc|2602330200|3496|9.948256|9664|3288|0.842979|0.001105|206.706255|0.000535
artificial-rs.13|bzip2|7532473|6291456|28.834900|3678593|6291456|2.614700|0.024776|206.706255|0.011986
artificial-rs.13|GCIS-s8b|1128209887|6291456|2.883300|455211186|6291456|0.719900|0.001140|206.706255|0.000551
artificial-rs.13|7zip|0|0|5.256100|0|0|0.313600|0.313908|206.706255|0.151862
