file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size|compressed_size_ratio
real-einstein.en.txt|GCX-y8|4208868804|6291456|23.973386|1032913620|6291456|1.045357|93.127682|445.963425|20.882359
real-einstein.en.txt|GCX-y16|4009398131|6291456|23.273736|772332887|6291456|0.745798|35.745658|445.963425|8.015379
real-einstein.en.txt|GCX-y32|3913749483|6291456|23.726149|656298081|6291456|0.862418|17.753772|445.963425|3.980993
real-einstein.en.txt|GCX-y64|3840634768|6291456|21.126842|581022560|6291456|0.562894|18.941170|445.963425|4.247247
real-einstein.en.txt|GCX-y128|3803238778|6291456|20.782693|541598902|6291456|0.468783|24.796541|445.963425|5.560219
real-einstein.en.txt|GC2|6546780280|6291456|18.903942|1888379256|6291456|3.109769|17.044022|445.963425|3.821843
real-einstein.en.txt|GC4|6079370776|6291456|12.752285|952732544|6291456|1.228890|16.668930|445.963425|3.737735
real-einstein.en.txt|GC8|5846878560|6291456|11.621515|723387340|6291456|0.757737|20.930218|445.963425|4.693259
real-einstein.en.txt|GC16|5733017504|6291456|11.160188|615708208|6291456|0.563336|29.730072|445.963425|6.666482
real-einstein.en.txt|GC32|5681060932|6291456|10.893171|566930596|6291456|0.482993|38.957340|445.963425|8.735546
real-einstein.en.txt|GC64|5667689892|6291456|9.991255|541869640|6291456|0.414223|42.929100|445.963425|9.626148
real-einstein.en.txt|GC128|5690041252|6291456|10.143868|555322064|6291456|0.439638|69.690704|445.963425|15.627000
real-einstein.en.txt|GCIS-ef|2426059247|6291456|22.494200|2903666084|6291456|1.474200|0.997934|445.963425|0.223770
real-einstein.en.txt|REPAIR-PlainSlp_32Fblc|5616043928|3480|95.181555|814024|40224|3.159439|2.814258|445.963425|0.631051
real-einstein.en.txt|REPAIR-PlainSlp_FblcFblc|5616043928|3480|95.181555|814024|40224|3.159439|2.269917|445.963425|0.508992
real-einstein.en.txt|bzip2|7532481|6291456|23.229800|3678601|6291456|5.739800|23.038256|445.963425|5.165952
real-einstein.en.txt|GCIS-s8b|2426590828|6291456|22.613400|1201560584|6291456|2.709400|0.758683|445.963425|0.170122
real-einstein.en.txt|7zip|0|0|24.809600|0|0|0.666300|0.388137|445.963425|0.087033
