file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size|compressed_size_ratio
pseudo-real-proteins.001.1|GCX-y8|944155028|6291456|5.036723|231295148|6291456|0.241050|20.571583|100.000000|20.571583
pseudo-real-proteins.001.1|GCX-y16|911475292|6291456|5.311396|190649676|6291456|0.202078|15.142353|100.000000|15.142353
pseudo-real-proteins.001.1|GCX-y32|877585460|6291456|5.201313|149295500|6291456|0.176425|9.036915|100.000000|9.036915
pseudo-real-proteins.001.1|GCX-y64|874228336|6291456|4.739293|150719266|6291456|0.142487|28.913319|100.000000|28.913319
pseudo-real-proteins.001.1|GCX-y128|889967459|6291456|4.432891|160860841|6291456|0.195739|46.382041|100.000000|46.382041
pseudo-real-proteins.001.1|GC2|1468007568|6291456|3.872654|424624860|6291456|0.678458|4.952885|100.000000|4.952885
pseudo-real-proteins.001.1|GC4|1363581224|6291456|2.686887|214473992|6291456|0.272882|4.537666|100.000000|4.537666
pseudo-real-proteins.001.1|GC8|1312471432|6291456|2.318249|163257600|6291456|0.174465|5.693985|100.000000|5.693985
pseudo-real-proteins.001.1|GC16|1287133568|6291456|2.430446|138287172|6291456|0.123307|6.880161|100.000000|6.880161
pseudo-real-proteins.001.1|GC32|1275678512|6291456|2.364030|127498888|6291456|0.101843|9.090904|100.000000|9.090904
pseudo-real-proteins.001.1|GC64|1272295664|6291456|2.349436|122544856|6291456|0.088639|10.613319|100.000000|10.613319
pseudo-real-proteins.001.1|GC128|1275051440|6291456|2.314856|123487996|6291456|0.074405|14.625851|100.000000|14.625851
pseudo-real-proteins.001.1|GCIS-ef|558365601|6291456|4.958400|666003040|6291456|0.580100|4.867199|100.000000|4.867199
pseudo-real-proteins.001.1|REPAIR-PlainSlp_32Fblc|1261505480|3480|25.175522|2535848|3368|0.788629|13.625186|100.000000|13.625186
pseudo-real-proteins.001.1|REPAIR-PlainSlp_FblcFblc|1261505480|3480|25.175522|2535848|3368|0.788629|11.201726|100.000000|11.201726
pseudo-real-proteins.001.1|bzip2|7532493|6291456|4.727100|3678613|6291456|2.194900|40.588571|100.000000|40.588571
pseudo-real-proteins.001.1|GCIS-s8b|553191429|6291456|4.789200|286539808|6291456|0.788200|3.667293|100.000000|3.667293
pseudo-real-proteins.001.1|7zip|0|0|5.355700|0|0|0.169700|0.599501|100.000000|0.599501
