file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size|compressed_size_ratio
pseudo-real-dblp.xml.0001.1|GCX-y8|978747551|6291456|5.269126|317497483|6291456|0.262196|36.118220|100.000000|36.118220
pseudo-real-dblp.xml.0001.1|GCX-y16|909332680|6291456|4.907578|186253456|6291456|0.179948|10.949791|100.000000|10.949791
pseudo-real-dblp.xml.0001.1|GCX-y32|880127346|6291456|4.765612|155380654|6291456|0.170937|11.810015|100.000000|11.810015
pseudo-real-dblp.xml.0001.1|GCX-y64|868961803|6291456|4.490117|148010268|6291456|0.119963|22.097011|100.000000|22.097011
pseudo-real-dblp.xml.0001.1|GCX-y128|864664106|6291456|4.353979|137032930|6291456|0.107086|21.150660|100.000000|21.150660
pseudo-real-dblp.xml.0001.1|GC2|1468013974|6291456|4.080487|420567958|6291456|0.665459|1.083784|100.000000|1.083784
pseudo-real-dblp.xml.0001.1|GC4|1363297348|6291456|2.611786|210773300|6291456|0.255580|1.008320|100.000000|1.008320
pseudo-real-dblp.xml.0001.1|GC8|1311120880|6291456|2.354899|158502724|6291456|0.142428|1.159336|100.000000|1.159336
pseudo-real-dblp.xml.0001.1|GC16|1285214080|6291456|2.349531|132579208|6291456|0.101069|1.436577|100.000000|1.436577
pseudo-real-dblp.xml.0001.1|GC32|1272507984|6291456|2.418202|120001972|6291456|0.090806|1.941242|100.000000|1.941242
pseudo-real-dblp.xml.0001.1|GC64|1266495984|6291456|2.271562|114235392|6291456|0.075737|2.688797|100.000000|2.688797
pseudo-real-dblp.xml.0001.1|GC128|1263927344|6291456|2.121618|111841952|6291456|0.067942|3.519272|100.000000|3.519272
pseudo-real-dblp.xml.0001.1|GCIS-ef|546095166|6291456|4.083200|645044824|6291456|0.413500|0.904011|100.000000|0.904011
pseudo-real-dblp.xml.0001.1|REPAIR-PlainSlp_32Fblc|1260603736|3496|19.996789|760760|3320|0.594325|2.805808|100.000000|2.805808
pseudo-real-dblp.xml.0001.1|REPAIR-PlainSlp_FblcFblc|1260603736|3496|19.996789|760760|3320|0.594325|2.248727|100.000000|2.248727
pseudo-real-dblp.xml.0001.1|bzip2|7532495|6291456|5.020300|3678615|6291456|1.354400|11.027552|100.000000|11.027552
pseudo-real-dblp.xml.0001.1|GCIS-s8b|546478822|6291456|3.934700|267389912|6291456|0.517900|0.658072|100.000000|0.658072
pseudo-real-dblp.xml.0001.1|7zip|0|0|7.330400|0|0|0.150400|0.195659|100.000000|0.195659
