file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size|compressed_size_ratio
real-cere|GCX-y8|3997864070|6291456|20.615354|893241266|6291456|1.245101|118.657187|439.917225|26.972617
real-cere|GCX-y16|3893766587|6291456|21.649393|778377790|6291456|1.308713|142.423045|439.917225|32.374964
real-cere|GCX-y32|3893766715|6291456|21.699587|778377790|6291456|1.404771|142.423045|439.917225|32.374964
real-cere|GCX-y64|3925051636|6291456|21.730070|805208020|6291456|2.006475|181.341183|439.917225|41.221660
real-cere|GCX-y128|3925052148|6291456|21.722214|805208020|6291456|2.033356|181.341183|439.917225|41.221660
real-cere|GC2|6458013396|6291456|14.645040|2020008132|6291456|3.874815|166.759983|439.917225|37.907127
real-cere|GC4|5996729056|6291456|12.004130|1077882508|6291456|2.410211|148.113689|439.917225|33.668536
real-cere|GC8|5766673836|6291456|11.025760|813368856|6291456|1.214919|115.812630|439.917225|26.326005
real-cere|GC16|5829558248|6291456|11.510556|842139804|6291456|1.979090|253.229794|439.917225|57.563055
real-cere|GC32|5867146372|6291456|11.153525|836698680|6291456|1.742260|303.029915|439.917225|68.883394
real-cere|GC64|5913207076|6291456|10.313000|860363560|6291456|1.104157|353.093376|439.917225|80.263594
real-cere|GC128|5944127140|6291456|10.150210|880370520|6291456|0.685304|385.916908|439.917225|87.724892
real-cere|GCIS-ef|2434504388|6291456|21.702300|2924286412|6291456|2.550300|19.525546|439.917225|4.438459
real-cere|REPAIR-PlainSlp_32Fblc|5537224600|3512|72.336005|20499472|38400|3.403606|57.701541|439.917225|13.116454
real-cere|REPAIR-PlainSlp_FblcFblc|5537224600|3512|72.336005|20499472|38400|3.403606|50.032598|439.917225|11.373184
real-cere|bzip2|7532459|6291456|18.519000|3678579|6291456|8.656000|110.955957|439.917225|25.222008
real-cere|GCIS-s8b|2419260256|6291456|21.097200|1193717980|6291456|2.996000|14.945008|439.917225|3.397232
real-cere|7zip|0|0|354.465800|0|0|1.105500|14.148347|439.917225|3.216138
