file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size|compressed_size_ratio
artificial-fib41|GCX-y8|2500538006|6291456|5.742006|811189558|6291456|0.626692|92.265043|255.502983|36.111141
artificial-fib41|GCX-y16|2296412946|6291456|8.935522|421139459|6291456|0.403526|0.116251|255.502983|0.045499
artificial-fib41|GCX-y32|2214763259|6291456|9.642975|339537819|6291456|0.240758|0.162349|255.502983|0.063541
artificial-fib41|GCX-y64|2177890199|6291456|9.692888|302673877|6291456|0.186868|0.171359|255.502983|0.067067
artificial-fib41|GCX-y128|2160335278|6291456|9.766352|285214512|6291456|0.161214|0.265505|255.502983|0.103915
artificial-fib41|GC2|3750800480|6291456|3.378973|1071799008|6291456|1.426597|0.134270|255.502983|0.052551
artificial-fib41|GC4|3482886216|6291456|2.647332|535976820|6291456|0.551317|0.140644|255.502983|0.055046
artificial-fib41|GC8|3348929156|6291456|3.723713|402050512|6291456|0.329033|0.170166|255.502983|0.066600
artificial-fib41|GC16|3281950980|6291456|4.533423|335100124|6291456|0.232052|0.196957|255.502983|0.077086
artificial-fib41|GC32|3248462692|6291456|4.965692|301841760|6291456|0.185818|0.416428|255.502983|0.162983
artificial-fib41|GC64|3231721380|6291456|4.853861|285042912|6291456|0.166162|0.364792|255.502983|0.142774
artificial-fib41|GC128|3223363108|6291456|5.341526|277974728|6291456|0.155895|1.596458|255.502983|0.624830
artificial-fib41|GCIS-ef|1393821735|6291456|3.826400|1748952296|6291456|0.878200|0.008871|255.502983|0.003472
artificial-fib41|REPAIR-PlainSlp_32Fblc|3216426288|3512|14.071696|9440|3944|1.061344|0.000802|255.502983|0.000314
artificial-fib41|REPAIR-PlainSlp_FblcFblc|3216426288|3512|14.071696|9440|3944|1.061344|0.000560|255.502983|0.000219
artificial-fib41|bzip2|7532473|6291456|35.141600|3678593|6291456|3.291000|0.014203|255.502983|0.005559
artificial-fib41|GCIS-s8b|1397463879|6291456|3.880900|562893448|6291456|0.924400|0.001655|255.502983|0.000648
artificial-fib41|7zip|0|0|7.586200|0|0|0.393000|0.930457|255.502983|0.364167
